id,Время начала вызова,Время окончания вызова,Время постановки в очередь,Время переключения на оператора,Время окончания разговора с оператором,"Длительность разговора с оператором, сек",Метка
22540,18:39:31,18:42:58,18:40:39,18:40:39,18:42:58,139.0,0
22541,18:41:51,18:47:19,18:42:57,18:42:57,18:46:48,231.0,0
22542,18:42:16,18:43:10,,,,,0
22543,18:42:25,18:43:34,18:42:56,18:42:56,18:43:34,38.0,1
22544,18:42:55,18:45:52,18:44:01,18:44:01,18:45:49,108.0,0
22545,18:43:42,18:44:18,,,,,0
22546,18:43:56,18:44:49,,,,,0
22547,18:44:52,18:49:37,18:46:02,18:46:02,18:49:24,202.0,0
22548,18:45:01,18:45:49,,,,,0
22549,18:45:32,18:47:03,18:45:46,18:45:46,18:47:03,77.0,0
22550,18:45:59,18:50:01,18:47:07,18:47:07,18:49:41,154.0,0
22551,18:46:18,18:46:32,,,,,0
22552,18:46:38,18:47:17,,,,,0
22553,18:46:51,18:47:51,,,,,0
22554,18:47:04,18:51:15,18:48:12,18:48:12,18:51:15,183.0,0
22555,18:47:12,18:50:18,18:47:46,18:47:46,18:50:04,138.0,0
22556,18:48:22,18:52:11,18:49:30,18:49:33,18:51:35,122.0,0
22557,18:50:09,18:51:08,,,,,0
22558,18:50:45,18:51:37,,,,,0
22559,18:52:37,18:54:52,18:53:43,18:53:43,18:54:52,69.0,0
22560,18:55:33,19:00:55,18:56:42,18:56:42,19:00:32,230.0,0
22561,18:56:13,19:03:36,18:57:19,18:57:19,19:03:36,377.0,1
22562,18:56:46,19:00:08,18:57:51,18:57:51,19:00:08,137.0,0
22563,18:57:24,19:01:13,18:58:33,18:58:33,19:00:43,130.0,0
22564,18:57:33,18:58:48,,,,,0
22565,18:58:50,19:00:29,18:59:27,18:59:27,19:00:29,62.0,0
22566,18:58:59,19:03:11,19:01:06,19:01:06,19:03:11,125.0,0
22567,18:59:26,19:02:45,19:00:32,19:00:32,19:02:45,133.0,1
22568,18:59:49,19:05:39,19:00:53,19:00:56,19:05:38,282.0,0
22569,18:59:52,19:02:36,19:01:00,19:01:00,19:02:11,71.0,0
22570,18:59:52,19:00:32,,,,,0
22571,18:59:58,19:02:52,19:01:02,19:01:02,19:02:46,104.0,0
22572,19:00:07,19:05:56,19:01:12,19:01:12,19:05:30,258.0,0
22573,19:00:26,19:00:26,,,,,0
22574,19:00:35,19:00:41,,,,,0
22575,19:00:43,19:01:48,,,,,0
22576,19:02:11,19:06:32,19:03:20,19:03:20,19:06:01,161.0,1
22577,19:02:14,19:05:28,19:02:47,19:02:47,19:05:25,158.0,0
22578,19:02:25,19:08:08,19:03:32,19:03:32,19:08:08,276.0,0
22579,19:05:51,19:06:29,,,,,0
22580,19:08:19,19:11:41,19:09:24,19:09:24,19:11:12,108.0,1
22581,19:09:26,19:16:22,19:10:31,19:10:31,19:16:21,350.0,0
22582,19:09:33,19:11:05,19:10:42,19:10:42,19:11:05,23.0,0
22583,19:09:42,19:17:34,19:10:07,19:10:07,19:13:50,223.0,0
22584,19:10:04,19:11:24,,,,,0
22585,19:10:14,19:10:22,,,,,0
22586,19:10:15,19:11:23,,,,,0
22587,19:11:07,19:14:10,19:12:15,19:12:15,19:13:41,86.0,0
22588,19:11:39,19:13:04,,,,,0
22589,19:12:04,19:12:42,,,,,0
22590,19:12:17,19:12:57,,,,,0
22591,19:12:23,19:21:21,19:12:55,19:12:58,19:21:11,493.0,0
22592,19:12:36,19:16:53,19:13:44,19:13:44,19:16:19,155.0,0
22593,19:13:11,19:14:01,,,,,0
22594,19:13:41,19:14:30,,,,,0
22595,19:13:44,19:17:02,19:14:52,19:14:52,19:17:02,130.0,0
22596,19:13:51,19:17:03,19:14:59,19:14:59,19:16:30,91.0,0
22597,19:14:50,19:23:54,19:15:59,19:15:59,19:23:24,445.0,1
22598,19:15:00,19:19:45,19:16:09,19:16:09,19:19:02,173.0,1
22599,19:15:01,19:19:16,19:16:05,19:16:05,19:18:43,158.0,0
22600,19:15:23,19:18:54,19:16:32,19:16:32,19:18:50,138.0,0
22601,19:15:26,19:19:10,19:16:35,19:16:35,19:18:28,113.0,1
22602,19:15:34,19:19:56,19:16:37,19:16:37,19:19:14,157.0,1
22603,19:16:14,19:17:11,,,,,0
22604,19:16:39,19:17:48,19:17:45,19:17:45,19:17:48,3.0,0
22605,19:17:43,19:21:40,19:18:51,19:18:51,19:21:15,144.0,0
22606,19:18:28,19:19:39,,,,,0
22607,19:18:31,19:19:01,,,,,0
22608,19:18:57,19:23:19,19:20:05,19:20:05,19:23:19,194.0,1
22609,19:19:33,19:20:44,,,,,0
22610,19:19:41,19:20:22,,,,,0
22611,19:19:53,19:20:51,,,,,0
22612,19:19:55,19:22:18,19:21:03,19:21:03,19:22:13,70.0,1
22613,19:20:27,19:21:25,,,,,0
22614,19:20:49,19:27:08,19:21:57,19:21:57,19:26:34,277.0,0
22615,19:20:52,19:25:48,19:21:56,19:21:56,19:25:06,190.0,0
22616,19:21:05,19:22:18,,,,,0
22617,19:21:35,19:22:42,,,,,0
22618,19:21:41,19:21:59,,,,,0
22619,19:22:07,19:23:06,,,,,0
22620,19:22:32,19:28:06,19:23:39,19:23:39,19:28:05,266.0,0
22621,19:22:38,19:23:46,,,,,0
22622,19:23:00,19:42:43,19:24:04,19:24:04,19:41:56,1072.0,1
22623,19:23:20,19:24:20,,,,,0
22624,19:23:23,19:26:42,19:24:31,19:24:34,19:26:41,127.0,0
22625,19:24:05,19:24:41,,,,,0
22626,19:24:24,19:28:12,19:25:32,19:25:32,19:27:47,135.0,1
22627,19:24:45,19:25:50,,,,,0
22628,19:24:50,19:26:05,,,,,0
22629,19:26:07,19:28:22,19:27:15,19:27:15,19:28:18,63.0,1
22630,19:26:30,19:30:16,19:27:36,19:27:36,19:29:53,137.0,0
22631,19:27:49,19:31:28,19:28:56,19:28:56,19:31:25,149.0,1
22632,19:28:52,19:32:14,19:29:26,19:29:26,19:31:23,117.0,0
22633,19:29:21,19:35:21,19:29:54,19:29:54,19:34:50,296.0,1
22634,19:30:06,19:35:17,19:31:12,19:31:15,19:35:17,242.0,0
22635,19:32:22,19:36:55,19:32:56,19:32:56,19:36:55,239.0,1
22636,19:32:24,19:35:07,19:33:32,19:33:32,19:35:07,95.0,1
22637,19:32:38,19:35:25,19:33:45,19:33:45,19:35:11,86.0,1
22638,19:32:43,19:33:44,19:33:22,19:33:22,19:33:44,22.0,0
22639,19:36:45,19:41:42,19:37:54,19:37:54,19:41:05,191.0,1
22640,19:37:02,19:38:03,,,,,0
22641,19:38:08,19:40:05,19:38:40,19:38:40,19:39:32,52.0,0
22642,19:40:05,19:45:02,19:40:35,19:40:35,19:44:19,224.0,0
22643,19:40:08,19:40:47,,,,,0
22644,19:40:23,19:41:10,,,,,0
22645,19:40:44,19:44:01,19:41:19,19:41:19,19:44:01,162.0,0
22646,19:43:25,19:49:43,19:43:53,19:43:56,19:47:55,239.0,0
22647,19:44:12,19:49:20,19:45:20,19:45:20,19:52:15,415.0,0
22648,19:44:48,19:48:37,19:45:58,19:45:58,19:48:18,140.0,1
22649,19:44:55,19:51:17,19:46:03,19:46:03,19:50:22,259.0,0
22650,19:44:57,19:47:41,19:46:06,19:46:06,19:47:08,62.0,0
22651,19:46:00,19:51:28,19:47:05,19:47:05,19:51:28,263.0,1
22652,19:46:23,19:49:39,19:47:32,19:47:32,19:49:11,99.0,0
22653,19:46:43,19:48:15,19:47:09,19:47:09,19:48:15,66.0,1
22654,19:47:01,19:49:39,19:47:57,19:47:57,19:49:37,100.0,1
22655,19:47:26,19:52:35,19:48:35,19:48:35,19:52:01,206.0,0
22656,19:47:34,19:51:01,19:48:43,19:48:43,19:50:43,120.0,0
22657,19:47:50,19:49:44,19:48:58,19:48:58,19:49:40,42.0,0
22658,19:49:11,19:53:26,19:50:19,19:50:22,19:53:24,182.0,0
22659,19:50:12,19:53:49,19:51:20,19:51:20,19:53:17,117.0,0
22660,19:51:33,19:57:49,19:52:21,19:52:21,19:54:04,103.0,0
22661,19:52:33,19:56:42,19:53:41,19:53:41,19:56:42,181.0,0
22662,19:52:46,20:02:57,19:53:18,19:53:18,20:02:57,579.0,0
22663,19:53:26,19:56:15,19:54:01,19:54:01,19:55:38,97.0,1
22664,19:53:28,19:55:54,19:54:06,19:54:06,19:55:54,108.0,1
22665,19:53:48,20:04:38,19:54:53,19:54:53,20:04:35,582.0,0
22666,19:54:34,19:59:23,19:55:40,19:55:40,19:58:50,190.0,0
22667,19:57:52,20:05:17,19:59:00,19:59:00,20:04:52,352.0,0
22668,19:58:00,20:01:53,19:58:30,19:58:33,20:01:48,195.0,1
22669,19:59:22,20:02:20,20:00:27,20:00:27,20:02:20,113.0,0
22670,19:59:40,20:04:17,20:00:49,20:00:49,20:03:44,175.0,0
22671,19:59:54,20:02:20,20:01:05,20:01:05,20:01:51,46.0,0
22672,20:00:04,20:01:22,20:01:12,20:01:12,20:01:22,10.0,1
22673,20:00:22,20:03:12,20:00:39,20:00:39,20:03:12,153.0,0
22674,20:01:31,20:01:48,,,,,0
22675,20:01:37,20:04:51,20:02:45,20:02:45,20:04:51,126.0,0
22676,20:01:39,20:04:45,20:02:47,20:02:47,20:04:20,93.0,1
22677,20:01:44,20:01:45,,,,,0
22678,20:01:54,20:05:44,20:03:04,20:03:04,20:05:44,160.0,0
22679,20:02:40,20:03:13,,,,,0
22680,20:03:19,20:06:09,20:03:34,20:03:37,20:05:28,111.0,0
22681,20:03:20,20:19:20,20:04:32,20:04:32,20:19:16,884.0,0
22682,20:04:11,20:04:46,,,,,0
22683,20:04:27,20:08:37,20:05:36,20:05:36,20:07:52,136.0,0
22684,20:04:50,20:07:53,20:05:56,20:05:56,20:07:34,98.0,0
22685,20:04:52,20:08:56,20:05:33,20:05:38,20:08:30,172.0,1
22686,20:05:11,20:08:29,20:06:19,20:06:19,20:08:29,130.0,0
22687,20:06:30,20:07:27,,,,,0
22688,20:08:36,20:09:24,,,,,0
22689,20:10:25,20:15:10,20:10:53,20:10:53,20:14:43,230.0,0
22690,20:12:07,20:12:22,20:12:07,20:12:07,20:12:22,15.0,0
22691,20:12:48,20:22:14,20:13:15,20:13:15,20:15:37,142.0,0
22692,20:13:59,20:17:53,20:15:06,20:15:06,20:17:53,167.0,1
22693,20:14:22,20:15:19,,,,,0
22694,20:15:05,20:19:17,20:16:15,20:16:15,20:18:46,151.0,0
22695,20:15:29,20:31:09,20:16:34,20:16:37,20:30:32,835.0,0
22696,20:15:53,20:24:31,20:17:01,20:17:01,20:23:54,413.0,0
22697,20:15:58,20:18:51,20:17:05,20:17:05,20:18:50,105.0,0
22698,20:16:03,20:20:06,20:17:12,20:17:12,20:19:17,125.0,0
22699,20:16:16,20:20:03,20:17:24,20:17:29,20:19:46,137.0,0
22700,20:16:38,20:22:13,20:17:46,20:17:46,20:21:42,236.0,1
22701,20:18:41,20:21:13,20:19:48,20:19:48,20:20:55,67.0,0
22702,20:19:42,20:22:16,20:20:22,20:20:22,20:22:13,111.0,0
22703,20:20:06,20:20:46,,,,,0
22704,20:20:55,20:21:18,,,,,0
22705,20:20:58,20:33:14,20:22:04,20:22:04,20:33:14,670.0,0
22706,20:21:44,20:22:26,,,,,0
22707,20:23:10,20:27:41,20:23:44,20:23:44,20:27:40,236.0,0
22708,20:23:11,20:28:34,20:24:20,20:24:25,20:28:06,221.0,1
22709,20:23:53,20:25:41,20:24:43,20:24:43,20:25:41,58.0,0
22710,20:25:35,20:27:49,20:26:43,20:26:43,20:27:49,66.0,1
22711,20:28:21,20:33:32,20:28:54,20:28:54,20:33:31,277.0,0
22712,20:28:50,20:32:29,20:29:56,20:29:56,20:32:29,153.0,0
22713,20:29:45,20:29:47,,,,,0
22714,20:30:59,20:34:43,20:31:31,20:31:31,20:34:42,191.0,1
22715,20:31:33,20:38:05,20:32:41,20:32:41,20:36:19,218.0,1
22716,20:32:36,20:33:40,,,,,0
22717,20:33:35,20:40:22,20:34:43,20:34:43,20:39:44,301.0,0
22718,20:34:08,20:34:43,,,,,0
22719,20:34:16,20:37:31,20:35:20,20:35:20,20:37:01,101.0,0
22720,20:39:18,20:40:17,,,,,0
22721,20:39:49,20:42:52,20:40:57,20:41:02,20:42:51,109.0,0
22722,20:39:56,20:45:38,20:41:04,20:41:04,20:45:38,274.0,0
22723,20:40:34,20:41:08,,,,,0
22724,20:40:42,20:45:25,20:41:48,20:41:51,20:44:59,188.0,0
22725,20:41:19,20:58:35,20:42:30,20:42:30,20:58:33,963.0,0
22726,20:42:32,21:03:04,20:43:41,20:43:41,21:02:12,1111.0,0
22727,20:42:49,20:48:47,20:43:57,20:43:57,20:48:43,286.0,0
22728,20:47:01,20:49:10,20:47:43,20:47:43,20:49:09,86.0,1
22729,20:48:03,20:51:23,20:49:09,20:49:09,20:50:45,96.0,1
22730,20:48:34,20:52:30,20:49:42,20:49:42,20:52:27,165.0,0
22731,20:49:27,20:50:37,20:50:35,20:50:35,20:50:37,2.0,0
22732,20:50:13,20:56:20,20:51:21,20:51:24,20:55:49,265.0,0
22733,20:50:29,20:56:22,20:51:37,20:51:37,20:55:46,249.0,0
22734,20:51:04,20:55:08,20:52:12,20:52:12,20:54:35,143.0,0
22735,20:53:05,20:56:54,20:54:13,20:54:13,20:56:21,128.0,0
22736,20:54:01,20:57:17,20:55:09,20:55:09,20:57:17,128.0,0
22737,20:57:34,21:02:07,20:58:43,20:58:43,21:02:04,201.0,0
22738,20:58:17,21:05:22,20:59:26,20:59:26,21:05:20,354.0,0
22739,20:58:19,21:04:13,20:59:27,20:59:27,21:03:32,245.0,0
22740,21:00:41,21:06:50,21:01:50,21:01:50,21:06:25,275.0,0
22741,21:01:06,21:05:29,21:02:15,21:02:15,21:04:52,157.0,1
22742,21:01:25,21:09:27,21:02:33,21:02:33,21:09:27,414.0,0
22743,21:01:46,21:04:12,21:02:52,21:02:57,21:04:12,75.0,0
22744,21:02:00,21:02:39,,,,,0
22745,21:03:34,21:06:35,21:03:41,21:03:41,21:05:35,114.0,1
22746,21:05:10,21:08:54,21:06:15,21:06:15,21:08:50,155.0,0
22747,21:06:18,21:19:02,21:07:26,21:07:26,21:19:02,696.0,0
22748,21:06:41,21:09:40,21:07:49,21:07:54,21:09:38,104.0,0
22749,21:06:54,21:17:27,21:08:03,21:08:03,21:16:58,535.0,0
22750,21:07:13,21:11:45,21:07:39,21:07:39,21:10:20,161.0,0
22751,21:08:21,21:11:54,21:09:30,21:09:30,21:11:17,107.0,0
22752,21:12:04,21:13:30,,,,,0
22753,21:12:07,21:16:01,21:13:11,21:13:11,21:15:31,140.0,1
22754,21:12:15,21:17:12,21:13:23,21:13:23,21:17:12,229.0,1
22755,21:12:22,21:16:38,21:13:26,21:13:26,21:16:00,154.0,1
22756,21:12:37,21:14:55,21:13:46,21:13:46,21:14:50,64.0,0
22757,21:13:06,21:13:34,,,,,0
22758,21:13:24,21:13:45,,,,,0
22759,21:13:35,21:22:03,21:14:43,21:14:48,21:21:33,405.0,0
22760,21:13:42,21:14:36,,,,,0
22761,21:14:25,21:20:57,21:15:33,21:15:33,21:20:57,324.0,1
22762,21:15:19,21:16:21,,,,,0
22763,21:16:39,21:19:48,21:17:48,21:17:48,21:19:28,100.0,0
22764,21:16:57,21:25:02,21:17:27,21:17:27,21:24:36,429.0,0
22765,21:17:14,21:22:50,21:17:50,21:17:50,21:22:15,265.0,1
22766,21:19:14,21:24:53,21:20:22,21:20:22,21:24:52,270.0,1
22767,21:20:48,21:24:16,21:22:00,21:22:00,21:23:35,95.0,0
22768,21:21:18,21:25:08,21:22:26,21:22:26,21:25:08,162.0,1
22769,21:21:23,21:31:14,21:22:32,21:22:32,21:30:41,489.0,0
22770,21:21:44,21:24:52,21:22:52,21:22:52,21:24:13,81.0,0
22771,21:22:27,21:23:05,,,,,0
22772,21:23:57,21:26:43,21:25:03,21:25:03,21:26:21,78.0,0
22773,21:27:03,21:30:05,21:27:49,21:27:49,21:30:03,134.0,0
22774,21:27:11,21:30:52,21:28:19,21:28:19,21:30:52,153.0,1
22775,21:29:47,21:33:57,21:30:52,21:30:52,21:33:50,178.0,0
22776,21:29:51,21:30:28,,,,,0
22777,21:29:55,21:31:00,,,,,0
22778,21:30:34,21:31:24,,,,,0
22779,21:30:48,21:37:03,21:31:56,21:31:56,21:36:47,291.0,0
22780,21:31:32,21:32:27,,,,,0
22781,21:32:01,21:32:58,,,,,0
22782,21:32:41,21:35:21,21:33:49,21:33:49,21:35:21,92.0,1
22783,21:33:07,21:33:28,,,,,1
22784,21:33:07,21:34:29,,,,,1
22785,21:33:47,21:40:19,21:34:51,21:34:56,21:39:50,294.0,0
22786,21:34:02,21:36:20,21:34:37,21:34:37,21:36:20,103.0,0
22787,21:34:44,21:36:56,21:35:53,21:35:53,21:36:56,63.0,0
22788,21:35:04,21:37:50,21:36:12,21:36:12,21:37:48,96.0,1
22789,21:35:26,21:37:01,,,,,0
22790,21:35:44,21:39:28,21:36:52,21:36:52,21:38:50,118.0,0
22791,21:35:53,21:41:56,21:36:42,21:36:42,21:41:54,312.0,0
22792,21:36:59,21:37:30,,,,,0
22793,21:37:23,21:37:57,,,,,0
22794,21:39:46,21:42:54,21:40:53,21:40:53,21:42:52,119.0,1
22795,21:40:15,21:44:06,21:41:20,21:41:20,21:44:06,166.0,0
22796,21:40:30,21:43:40,21:41:40,21:41:40,21:43:20,100.0,1
22797,21:40:42,21:53:43,21:41:50,21:41:50,21:53:43,713.0,0
22798,21:40:55,21:44:56,21:42:03,21:42:03,21:44:53,170.0,1
22799,21:41:18,21:44:52,21:42:22,21:42:27,21:44:23,116.0,1
22800,21:41:21,21:45:55,21:42:27,21:42:27,21:45:16,169.0,0
22801,21:41:47,21:44:55,21:42:55,21:42:55,21:44:26,91.0,0
22802,21:42:32,21:46:36,21:43:39,21:43:39,21:45:57,138.0,0
22803,21:42:36,21:46:21,21:43:45,21:44:06,21:46:20,134.0,1
22804,21:43:42,21:48:22,21:44:50,21:44:50,21:47:45,175.0,0
22805,21:44:14,21:44:55,,,,,0
22806,21:44:15,21:44:55,,,,,0
22807,21:44:42,21:52:08,21:45:50,21:45:50,21:52:08,378.0,0
22808,21:44:56,21:49:20,21:46:04,21:46:04,21:49:20,196.0,0
22809,21:46:19,21:49:22,21:46:55,21:46:55,21:49:22,147.0,0
22810,21:46:43,21:46:45,,,,,0
22811,21:49:20,21:53:11,21:50:29,21:50:34,21:53:11,157.0,0
22812,21:50:29,21:52:09,21:50:52,21:50:52,21:52:08,76.0,0
22813,21:50:32,21:52:54,21:51:38,21:51:38,21:52:54,76.0,1
22814,21:53:32,21:54:17,,,,,0
22815,21:54:25,21:55:08,,,,,0
22816,21:54:44,21:58:35,21:55:27,21:55:27,21:58:17,170.0,1
22817,21:57:42,22:00:33,21:58:51,21:58:51,22:00:31,100.0,0
22818,21:58:15,21:59:13,,,,,0
22819,21:59:38,22:03:36,22:00:44,22:00:44,22:02:52,128.0,0
22820,22:00:33,22:06:42,22:01:42,22:01:42,22:06:42,300.0,1
22821,22:01:40,22:05:33,22:02:48,22:02:48,22:05:16,148.0,0
22822,22:03:01,22:03:06,,,,,0
22823,22:03:07,22:07:14,22:04:15,22:04:15,22:07:13,178.0,0
22824,22:03:14,22:04:51,,,,,0
22825,22:03:44,22:08:02,22:04:54,22:04:59,22:08:02,183.0,0
22826,22:06:45,22:20:56,22:07:49,22:07:49,22:20:34,765.0,1
22827,22:07:21,22:09:23,22:07:53,22:07:53,22:09:22,89.0,0
22828,22:07:46,22:10:54,22:08:22,22:08:22,22:10:54,152.0,0
22829,22:08:35,22:09:26,,,,,0
22830,22:08:45,22:09:59,,,,,0
22831,22:09:45,22:13:12,22:10:53,22:10:53,22:13:08,135.0,0
22832,22:10:10,22:14:56,22:10:49,22:10:49,22:14:54,245.0,1
22833,22:10:34,22:11:34,,,,,0
22834,22:12:05,22:12:44,,,,,0
22835,22:13:29,22:13:42,,,,,0
22836,22:13:50,22:15:44,22:14:34,22:14:34,22:15:44,70.0,0
22837,22:16:47,22:17:12,,,,,0
22838,22:17:41,22:18:40,,,,,0
22839,22:20:22,22:23:03,22:20:50,22:20:50,22:23:03,133.0,1
22840,22:21:00,22:31:01,22:22:10,22:22:15,22:31:01,526.0,1
22841,22:21:06,22:22:11,,,,,0
22842,22:21:12,22:24:35,22:22:20,22:22:20,22:24:06,106.0,0
22843,22:21:25,22:22:37,,,,,0
22844,22:22:44,22:26:42,22:23:52,22:23:52,22:26:08,136.0,0
22845,22:23:22,22:28:21,22:24:31,22:24:31,22:27:47,196.0,0
22846,22:26:17,22:30:01,22:26:50,22:26:50,22:29:32,162.0,0
22847,22:28:02,22:33:11,22:28:31,22:28:31,22:33:11,280.0,1
22848,22:34:06,22:34:26,,,,,0
22849,22:34:38,22:37:15,22:35:46,22:35:46,22:37:14,88.0,0
22850,22:34:50,22:38:32,22:35:56,22:35:56,22:37:49,113.0,0
22851,22:38:37,22:46:42,22:39:45,22:39:45,22:46:00,375.0,1
22852,22:41:47,22:45:23,22:42:55,22:42:55,22:45:23,148.0,0
22853,22:41:52,22:57:14,22:42:58,22:42:58,22:57:14,856.0,0
22854,22:44:48,22:49:23,22:45:57,22:45:57,22:48:47,170.0,0
22855,22:47:38,22:48:50,,,,,0
22856,22:51:42,22:54:06,22:52:50,22:52:50,22:54:06,76.0,0
22857,22:54:17,22:57:35,22:54:44,22:54:44,22:56:45,121.0,0
22858,22:54:18,22:59:33,22:55:26,22:55:26,22:59:33,247.0,0
22859,22:54:21,22:57:35,22:55:29,22:55:29,22:56:44,75.0,0
22860,22:54:51,22:58:14,22:55:58,22:55:58,22:58:12,134.0,1
22861,22:56:30,22:57:05,,,,,0
22862,22:57:19,22:57:42,,,,,0
22863,22:58:25,23:02:19,22:59:33,22:59:33,23:01:53,140.0,0
22864,22:59:02,22:59:21,,,,,0
22865,22:59:23,23:04:22,23:00:31,23:00:36,23:04:21,225.0,0
22866,23:03:01,23:09:22,23:04:09,23:04:09,23:09:15,306.0,0
22867,23:03:32,23:05:14,23:04:41,23:04:41,23:05:14,33.0,0
22868,23:03:42,23:05:29,23:04:18,23:04:18,23:05:29,71.0,0
22869,23:06:05,23:06:37,,,,,0
22870,23:06:45,23:10:19,23:07:53,23:07:53,23:09:51,118.0,0
22871,23:08:05,23:11:42,23:09:10,23:09:10,23:11:15,125.0,0
22872,23:08:14,23:12:45,23:09:01,23:09:06,23:12:45,219.0,0
22873,23:08:50,23:17:36,23:09:27,23:09:27,23:17:36,489.0,0
22874,23:13:27,23:22:41,23:14:35,23:14:35,23:22:41,486.0,0
22875,23:15:18,23:16:48,,,,,0
22876,23:15:33,23:20:19,23:16:38,23:16:38,23:20:09,211.0,0
22877,23:16:07,23:26:11,23:16:40,23:16:40,23:26:08,568.0,0
22878,23:16:54,23:18:22,,,,,0
22879,23:19:52,23:24:15,23:21:00,23:21:05,23:23:57,172.0,0
22880,23:23:13,23:24:02,,,,,0
22881,23:23:44,23:27:37,23:24:20,23:24:20,23:27:37,197.0,0
22882,23:24:05,23:25:12,,,,,0
22883,23:28:09,23:30:55,23:29:14,23:29:19,23:30:55,96.0,0
22884,23:28:31,23:31:06,23:29:40,23:29:40,23:31:05,85.0,0
22885,23:30:14,23:33:06,23:31:22,23:31:27,23:32:35,68.0,0
22886,23:31:05,23:31:35,,,,,0
22887,23:36:25,23:41:56,23:37:33,23:37:33,23:41:25,232.0,0
22888,23:36:49,23:41:14,23:37:31,23:37:31,23:41:13,222.0,0
22889,23:40:27,23:45:28,23:41:02,23:41:07,23:45:28,261.0,0
22890,23:40:30,23:44:50,23:41:35,23:41:35,23:44:50,195.0,0
22891,23:43:11,23:44:32,,,,,0
22892,23:46:55,23:46:55,,,,,0
22893,23:47:22,23:53:16,23:48:02,23:48:02,23:53:16,314.0,0
22894,23:51:55,23:56:27,23:52:23,23:52:23,23:56:26,243.0,0
22895,23:55:10,23:56:35,,,,,0
22896,23:56:47,23:58:09,,,,,0
22897,23:59:59,00:01:13,,,,,0
22898,00:02:15,00:02:19,,,,,0
22899,00:04:09,00:07:54,0:05:17,00:05:22,00:07:54,152.0,1
22900,00:06:40,00:10:10,0:07:48,00:07:48,00:09:28,100.0,1
22901,00:17:39,00:19:01,,,,,0
22902,00:18:27,00:21:30,0:19:36,00:19:41,00:20:54,73.0,1
22903,00:19:07,00:20:18,,,,,0
22904,00:20:21,00:21:50,,,,,0
22905,00:20:29,00:28:54,0:21:37,00:21:37,00:28:21,404.0,1
22906,00:20:57,00:22:50,,,,,0
22907,00:22:49,00:25:27,0:23:58,00:24:03,00:25:22,79.0,1
22908,00:22:56,00:24:28,,,,,0
22909,00:24:48,00:35:31,0:25:57,00:26:02,00:34:55,533.0,1
22910,00:36:13,00:38:40,0:36:37,00:36:42,00:38:23,101.0,1
22911,00:37:09,00:37:51,,,,,0
22912,00:38:32,00:42:31,0:39:24,00:39:24,00:41:55,151.0,1
22913,00:38:46,00:39:56,00:39:51,00:39:56,,,0
22914,00:40:35,00:43:42,0:41:04,00:41:09,00:43:42,153.0,1
22915,00:43:08,00:44:53,,,,,0
22916,00:59:27,01:04:11,1:00:35,01:00:35,01:04:08,213.0,1
22917,01:05:38,01:18:19,1:06:46,01:06:51,01:17:53,662.0,1
22918,01:11:10,01:13:20,1:11:37,01:11:42,01:13:20,98.0,1
22919,01:19:28,01:21:37,1:20:12,01:20:32,01:21:37,65.0,1
22920,01:25:40,01:28:06,1:26:47,01:26:52,01:28:06,74.0,1
22921,01:27:23,01:29:42,1:28:31,01:28:36,01:29:39,63.0,1
22922,01:30:09,01:32:15,1:30:51,01:30:56,01:32:15,79.0,1
22923,01:37:15,01:40:32,1:37:31,01:37:36,01:39:04,88.0,1
22924,01:50:55,01:55:39,1:51:05,01:51:10,01:55:39,269.0,1
22925,01:58:10,02:07:51,1:59:18,01:59:23,02:07:14,471.0,1
22926,02:28:09,02:34:52,2:28:44,02:28:49,02:30:24,95.0,1
22927,02:28:19,02:28:55,,,,,0
22928,02:46:05,02:51:02,2:47:13,02:47:18,02:51:02,224.0,1
22929,02:48:34,02:54:10,2:49:41,02:49:46,02:51:26,100.0,1
22930,03:04:06,03:10:45,3:04:34,03:04:39,03:06:34,115.0,1
22931,03:09:34,03:09:52,,,,,0
22932,03:14:14,03:15:56,3:15:23,03:15:28,03:15:56,28.0,1
22933,03:38:04,03:41:32,3:39:12,03:39:17,03:40:57,100.0,1
22934,03:49:44,03:55:18,3:50:49,03:50:54,03:54:47,233.0,1
22935,03:51:38,03:54:11,3:52:43,03:52:48,03:53:52,64.0,1
22936,03:54:16,03:54:20,,,,,0
22937,03:54:33,03:58:17,3:55:41,03:55:46,03:58:12,146.0,1
22938,03:55:46,03:56:42,,,,,0
22939,03:56:58,03:58:11,,,,,0
22940,04:02:58,04:03:27,,,,,0
22941,04:03:29,04:04:14,,,,,0
22942,04:06:16,04:06:47,,,,,0
22943,04:10:06,04:15:33,4:10:38,04:10:43,04:15:28,285.0,1
22944,04:13:51,04:22:58,4:14:57,04:15:02,04:22:57,475.0,1
22945,04:25:28,04:31:54,4:26:36,04:26:41,04:31:54,313.0,1
22946,05:09:33,05:10:12,,,,,0
22947,05:15:40,05:21:29,5:16:48,05:16:53,05:21:29,276.0,1
22948,05:18:06,05:22:13,5:19:15,05:19:20,05:22:13,173.0,1
22949,05:22:53,05:30:54,5:23:22,05:23:27,05:30:54,447.0,1
22950,05:28:48,05:32:57,5:29:57,05:30:02,05:32:56,174.0,1
22951,05:33:03,05:38:25,5:34:11,05:34:16,05:37:58,222.0,1
22952,05:46:51,05:49:07,5:47:59,05:48:04,05:49:06,62.0,1
22953,05:48:53,05:53:58,5:49:23,05:49:28,05:53:45,257.0,1
